Topic (Required),Topic Description (Optional),"Topic Type (Optional: 0=vocab,1=grammar,2=phrases,3=script,4=misc)",Native Text (Required),Native Context Line (Optional),Translation Text (Required),Translation Context Line (Optional),Translation Hint (Optional),Pronunciation Override (Optional)
vocab,,0,不耐烦,,impatience,,,bù nài fán
vocab,,0,不要紧,,unimportant,,,bù yào jǐn
vocab,,0,补充,,to replenish,,,bǔ chōng
vocab,,0,不安,,unpeaceful,,,bù ān
vocab,,0,不得了,,desperately serious,,,bù dé liǎo
vocab,,0,不好意思,,to feel embarrassed,,,bù hǎo yì si
vocab,,0,不免,,inevitably,,,bù miǎn
vocab,,0,不然,,not so,,,bù rán
vocab,,0,不如,,not equal to,,,bù rú
vocab,,0,不足,,insufficient,,,bù zú
vocab,,0,布,,cloth,,,bù
vocab,,0,步骤,,procedure,,,bù zhòu
vocab,,0,部门,,department,,,bù mén
vocab,,0,财产,,property,,,cái chǎn
vocab,,0,踩,,to step on,,,cǎi
vocab,,0,采访,,to interview,,,cǎi fǎng
vocab,,0,采取,,to adopt or carry out (measures,,,cǎi qǔ
vocab,,0,彩虹,,rainbow,,,cǎi hóng
vocab,,0,参考,,consultation,,,cān kǎo
vocab,,0,参与,,to participate (in sth),,,cān yù
vocab,,0,餐厅,,dining hall,,,cān tīng
vocab,,0,残疾,,disabled,,,cán jí
vocab,,0,惭愧,,ashamed,,,cán kuì
vocab,,0,操场,,playground,,,cāo chǎng
vocab,,0,操心,,to worry about,,,cāo xīn
vocab,,0,册,,book,,,cè
vocab,,0,测验,,test,,,cè yàn
vocab,,0,厕所,,toilet,,,cè suǒ
vocab,,0,曾经,,once,,,céng jīng
vocab,,0,插,,to insert,,,chā
vocab,,0,差别,,difference,,,chā bié
vocab,,0,叉子,,fork,,,chā zi
vocab,,0,拆,,to tear open,,,chāi
vocab,,0,产品,,goods,,,chǎn pǐn
vocab,,0,产生,,to arise,,,chǎn shēng
vocab,,0,长途,,long distance,,,cháng tú
vocab,,0,常识,,common sense,,,cháng shí
vocab,,0,抄,,to make a copy,,,chāo
vocab,,0,朝,,imperial or royal court,,,cháo
vocab,,0,朝代,,dynasty,,,cháo dài
vocab,,0,炒,,to sauté,,,chǎo
vocab,,0,吵架,,to quarrel,,,chǎo jià
vocab,,0,车库,,garage,,,chē kù
vocab,,0,车厢,,carriage,,,chē xiāng
vocab,,0,彻底,,thorough,,,chè dǐ
vocab,,0,沉默,,taciturn,,,chén mò
vocab,,0,趁,,to avail oneself of,,,chèn
vocab,,0,称,,to weigh,,,chēng
vocab,,0,称呼,,to call,,,chēng hu
vocab,,0,称赞,,to praise,,,chēng zàn
vocab,,0,乘,,to ride,,,chéng
vocab,,0,承担,,to undertake,,,chéng dān
vocab,,0,承认,,to admit,,,chéng rèn
vocab,,0,承受,,to bear,,,chéng shòu
vocab,,0,成分,,composition,,,chéng fèn
vocab,,0,成果,,result,,,chéng guǒ
vocab,,0,成就,,accomplishment,,,chéng jiù
vocab,,0,成立,,to establish,,,chéng lì
vocab,,0,成语,,Chinese set expression,,,chéng yǔ
vocab,,0,成长,,to mature,,,chéng zhǎng
vocab,,0,程度,,degree (level or extent),,,chéng dù
vocab,,0,程序,,procedures,,,chéng xù
vocab,,0,诚恳,,sincere,,,chéng kěn
vocab,,0,吃亏,,to suffer losses,,,chī kuī
vocab,,0,持续,,to continue,,,chí xù
vocab,,0,池子,,pond,,,chí zi
vocab,,0,尺子,,rule,,,chǐ zi
vocab,,0,翅膀,,wing,,,chì bǎng
vocab,,0,冲,,thoroughfare,,,chōng
vocab,,0,充电器,,battery charger,,,chōng diàn qì
vocab,,0,充分,,ample,,,chōng fèn
vocab,,0,充满,,full of,,,chōng mǎn
vocab,,0,重复,,to repeat,,,chóng fù
vocab,,0,宠物,,house pet,,,chǒng wù
vocab,,0,抽屉,,drawer,,,chōu ti
vocab,,0,抽象,,abstract,,,chōu xiàng
vocab,,0,丑,,shameful,,,chǒu
vocab,,0,臭,,stench,,,chòu
vocab,,0,出版,,to publish,,,chū bǎn
vocab,,0,出口,,an exit,,,chū kǒu
vocab,,0,出色,,remarkable,,,chū sè
vocab,,0,出席,,to attend,,,chū xí
vocab,,0,初级,,junior,,,chū jí
vocab,,0,除,,to get rid of,,,chú
vocab,,0,除非,,only if (...,,,chú fēi
vocab,,0,除夕,,(New Year's) Eve,,,chú xī
vocab,,0,处理,,to handle,,,chǔ lǐ
vocab,,0,传播,,to disseminate,,,chuán bō
vocab,,0,传递,,to transmit,,,chuán dì
vocab,,0,传染,,to infect,,,chuán rǎn
vocab,,0,传说,,legend,,,chuán shuō
vocab,,0,传统,,tradition,,,chuán tǒng
vocab,,0,窗帘,,window curtains,,,chuāng lián
vocab,,0,闯,,to rush,,,chuǎng
vocab,,0,创造,,to create,,,chuàng zào
vocab,,0,吹,,to blow,,,chuī
vocab,,0,磁带,,magnetic tape,,,cí dài
vocab,,0,辞职,,to resign,,,cí zhí
vocab,,0,此外,,besides,,,cǐ wài
vocab,,0,刺激,,to provoke,,,cì jī
vocab,,0,次要,,secondary,,,cì yào
vocab,,0,匆忙,,hasty,,,cōng máng
vocab,,0,从此,,from now on,,,cóng cǐ
vocab,,0,从而,,thus,,,cóng ér
vocab,,0,从前,,previously,,,cóng qián
vocab,,0,从事,,to go for,,,cóng shì
vocab,,0,醋,,vinegar,,,cù
vocab,,0,促进,,to promote (an idea or cause),,,cù jìn
vocab,,0,促使,,to induce,,,cù shǐ
vocab,,0,催,,to urge,,,cuī
vocab,,0,存,,to exist,,,cún
vocab,,0,存在,,to exist,,,cún zài
vocab,,0,错误,,error,,,cuò wù
vocab,,0,措施,,measure,,,cuò shī
vocab,,0,答应,,to promise,,,dā ying
vocab,,0,达到,,to reach,,,dá dào
vocab,,0,打工,,to work a temporary or casual job,,,dǎ gōng
vocab,,0,打交道,,to come into contact with,,,dǎ jiāo dào
vocab,,0,打喷嚏,,to sneeze,,,dǎ pēn tì
vocab,,0,打听,,to ask about,,,dǎ ting
vocab,,0,打招呼,,to greet sb by word or action,,,dǎ zhāo hu
vocab,,0,大方,,generous,,,dà fang
vocab,,0,大象,,elephant,,,dà xiàng
vocab,,0,大型,,large,,,dà xíng
vocab,,0,呆,,foolish,,,dāi
vocab,,0,贷款,,a loan,,,dài kuǎn
vocab,,0,待遇,,treatment,,,dài yù
vocab,,0,担任,,to hold a governmental office or post,,,dān rèn
vocab,,0,单纯,,simple,,,dān chún
vocab,,0,单调,,monotonous,,,dān diào
vocab,,0,单独,,alone,,,dān dú
vocab,,0,单位,,a unit,,,dān wèi
vocab,,0,单元,,unit,,,dān yuán
vocab,,0,耽误,,to delay,,,dān wu
vocab,,0,胆小鬼,,coward,,,dǎn xiǎo guǐ
vocab,,0,淡,,insipid,,,dàn
vocab,,0,当代,,the present age,,,dāng dài
vocab,,0,挡,,to resist,,,dǎng
vocab,,0,岛,,island,,,dǎo
vocab,,0,倒霉,,to have bad luck,,,dǎo méi
vocab,,0,导演,,to direct,,,dǎo yǎn
vocab,,0,导致,,to lead to,,,dǎo zhì
vocab,,0,倒,,to place upside down,,,dào
vocab,,0,到达,,to reach,,,dào dá
vocab,,0,道德,,virtue,,,dào dé
vocab,,0,道理,,reason,,,dào li
vocab,,0,登机牌,,boarding pass,,,dēng jī pái
vocab,,0,登记,,to register (one's name),,,dēng jì
vocab,,0,等待,,to wait,,,děng dài
vocab,,0,等候,,to wait,,,děng hòu
vocab,,0,等于,,to equal,,,děng yú
vocab,,0,滴,,a drop,,,dī
vocab,,0,的确,,really,,,dí què
vocab,,0,敌人,,enemy,,,dí rén
vocab,,0,递,,to hand over,,,dì
vocab,,0,地道,,authentic,,,dì dao
vocab,,0,地理,,geography,,,dì lǐ
vocab,,0,地区,,local,,,dì qū
vocab,,0,地毯,,carpet,,,dì tǎn
vocab,,0,地位,,position,,,dì wèi
vocab,,0,地震,,earthquake,,,dì zhèn
vocab,,0,点头,,to nod,,,diǎn tóu
vocab,,0,点心,,light refreshments,,,diǎn xin
vocab,,0,电池,,battery,,,diàn chí
vocab,,0,电台,,transmitter-receiver,,,diàn tái
vocab,,0,钓,,to fish with a hook and bait,,,diào
vocab,,0,丁,,fourth of 10 heavenly stems 十天干,,,dīng
vocab,,0,顶,,apex,,,dǐng
vocab,,0,冻,,to freeze,,,dòng
vocab,,0,洞,,cave,,,dòng
vocab,,0,动画片,,animated film,,,dòng huà piàn
vocab,,0,逗,,to stay,,,dòu
vocab,,0,豆腐,,tofu,,,dòu fu
vocab,,0,独立,,independent,,,dú lì
vocab,,0,独特,,unique,,,dú tè
vocab,,0,度过,,to pass,,,dù guò
vocab,,0,短信,,text message,,,duǎn xìn
vocab,,0,堆,,to pile up,,,duī
vocab,,0,对比,,to contrast,,,duì bǐ
vocab,,0,对待,,to treat,,,duì dài
vocab,,0,对方,,counterpart,,,duì fāng
vocab,,0,对手,,opponent,,,duì shǒu
vocab,,0,对象,,target,,,duì xiàng
vocab,,0,对于,,regarding,,,duì yú
vocab,,0,吨,,ton,,,dūn
vocab,,0,蹲,,to crouch,,,dūn
vocab,,0,多亏,,thanks to,,,duō kuī
vocab,,0,多余,,superfluous,,,duō yú
vocab,,0,躲藏,,to hide oneself,,,duǒ cáng
vocab,,0,恶劣,,vile,,,è liè
vocab,,0,发表,,to issue,,,fā biǎo
vocab,,0,发愁,,to worry,,,fā chóu
vocab,,0,发达,,developed (country etc),,,fā dá
vocab,,0,发抖,,to tremble,,,fā dǒu
vocab,,0,发挥,,to display,,,fā huī
vocab,,0,发明,,to invent,,,fā míng
vocab,,0,发票,,invoice,,,fā piào
vocab,,0,发言,,to make a speech,,,fā yán
vocab,,0,罚款,,(impose a) fine,,,fá kuǎn
vocab,,0,法院,,court of law,,,fǎ yuàn
vocab,,0,翻,,to turn over,,,fān
vocab,,0,繁荣,,prosperous,,,fán róng
vocab,,0,凡是,,each and every,,,fán shì
vocab,,0,反而,,instead,,,fǎn ér
vocab,,0,反复,,repeatedly,,,fǎn fù
vocab,,0,反应,,to react,,,fǎn yìng
vocab,,0,反正,,anyway,,,fǎn zhèng
vocab,,0,方,,square,,,fāng
vocab,,0,方案,,plan,,,fāng àn
vocab,,0,方式,,way (of life),,,fāng shì
vocab,,0,妨碍,,to hinder,,,fáng ài
vocab,,0,房东,,landlord,,,fáng dōng
vocab,,0,仿佛,,to seem,,,fǎng fú
vocab,,0,放松,,to loosen,,,fàng sōng
vocab,,0,非,,to not be,,,fēi
vocab,,0,肥皂,,soap,,,féi zào
vocab,,0,肺,,lung,,,fèi
vocab,,0,废话,,nonsense,,,fèi huà
vocab,,0,费用,,cost,,,fèi yòng
vocab,,0,分别,,to part or leave each other,,,fēn bié
vocab,,0,分布,,distributed,,,fēn bù
vocab,,0,分配,,to distribute,,,fēn pèi
vocab,,0,分析,,to analyze,,,fēn xī
vocab,,0,纷纷,,one after another,,,fēn fēn
vocab,,0,奋斗,,to strive,,,fèn dòu
vocab,,0,愤怒,,angry,,,fèn nù
vocab,,0,风格,,style,,,fēng gé
vocab,,0,风俗,,social custom,,,fēng sú
vocab,,0,风险,,risk,,,fēng xiǎn
vocab,,0,疯狂,,madness,,,fēng kuáng
vocab,,0,讽刺,,to satirize,,,fěng cì
vocab,,0,否定,,to negate,,,fǒu dìng
vocab,,0,否认,,to declare to be untrue,,,fǒu rèn
vocab,,0,扶,,to support with the hand,,,fú
vocab,,0,幅,,width,,,fú
vocab,,0,服从,,to obey (an order),,,fú cóng
vocab,,0,服装,,dress,,,fú zhuāng
vocab,,0,辅导,,to coach,,,fǔ dǎo
vocab,,0,复制,,to duplicate,,,fù zhì
vocab,,0,付款,,to pay a sum of money,,,fù kuǎn
vocab,,0,妇女,,woman,,,fù nǚ
vocab,,0,改革,,reform,,,gǎi gé
vocab,,0,改进,,to improve,,,gǎi jìn
vocab,,0,改善,,to make better,,,gǎi shàn
vocab,,0,改正,,to correct,,,gǎi zhèng
vocab,,0,盖,,lid,,,gài
vocab,,0,概括,,to summarize,,,gài kuò
vocab,,0,概念,,concept,,,gài niàn
vocab,,0,干脆,,straightforward,,,gān cuì
vocab,,0,感激,,to be grateful,,,gǎn jī
vocab,,0,感受,,to sense,,,gǎn shòu
vocab,,0,感想,,impressions,,,gǎn xiǎng
vocab,,0,赶紧,,hurriedly,,,gǎn jǐn
vocab,,0,赶快,,at once,,,gǎn kuài
vocab,,0,干活儿,,to work,,,gàn huó r
vocab,,0,钢铁,,steel,,,gāng tiě
vocab,,0,高档,,superior quality,,,gāo dàng
vocab,,0,高速,,high speed,,,gāo sù
vocab,,0,搞,,to do,,,gǎo
vocab,,0,告别,,to leave,,,gào bié
vocab,,0,胳膊,,arm,,,gē bo
vocab,,0,鸽子,,pigeon,,,gē zi
vocab,,0,隔壁,,next door,,,gé bì
vocab,,0,格外,,especially,,,gé wài
vocab,,0,革命,,revolution,,,gé mìng
vocab,,0,个别,,individual,,,gè bié
vocab,,0,个人,,individual,,,gè rén
vocab,,0,个性,,individuality,,,gè xìng
vocab,,0,各自,,each,,,gè zì
vocab,,0,根,,root,,,gēn
vocab,,0,根本,,fundamental,,,gēn běn
vocab,,0,更加,,more (than sth else),,,gèng jiā
vocab,,0,公布,,to announce,,,gōng bù
vocab,,0,公开,,public,,,gōng kāi
vocab,,0,公平,,fair,,,gōng píng
vocab,,0,公寓,,apartment building,,,gōng yù
vocab,,0,公元,,CE (Common Era),,,gōng yuán
vocab,,0,公主,,princess,,,gōng zhǔ
vocab,,0,工厂,,factory,,,gōng chǎng
vocab,,0,工程师,,engineer,,,gōng chéng shī
vocab,,0,工人,,worker,,,gōng rén
vocab,,0,工业,,industry,,,gōng yè
vocab,,0,功夫,,skill,,,gōng fu
vocab,,0,功能,,function,,,gōng néng
vocab,,0,贡献,,to contribute,,,gòng xiàn
vocab,,0,沟通,,to join,,,gōu tōng
vocab,,0,构成,,to constitute,,,gòu chéng
vocab,,0,姑姑,,paternal aunt,,,gū gu
vocab,,0,姑娘,,girl,,,gū niang
vocab,,0,古代,,ancient times,,,gǔ dài
vocab,,0,古典,,classical,,,gǔ diǎn
vocab,,0,古老,,ancient,,,gǔ lǎo
vocab,,0,股票,,share,,,gǔ piào
vocab,,0,鼓舞,,heartening (news),,,gǔ wǔ
vocab,,0,骨头,,bone,,,gǔ tou
vocab,,0,固定,,fixed,,,gù dìng
vocab,,0,固体,,solid,,,gù tǐ
vocab,,0,雇佣,,to employ,,,gù yōng
vocab,,0,挂号,,to register (a letter etc),,,guà hào
vocab,,0,乖,,(of a child) obedient,,,guāi
vocab,,0,拐弯,,to go round a curve,,,guǎi wān
vocab,,0,怪不得,,no wonder!,,,guài bu de
vocab,,0,关闭,,to close,,,guān bì
vocab,,0,关怀,,care,,,guān huái
vocab,,0,官,,official,,,guān
vocab,,0,观察,,to observe,,,guān chá
vocab,,0,观点,,point of view,,,guān diǎn
vocab,,0,观念,,notion,,,guān niàn
vocab,,0,管子,,tube,,,guǎn zi
vocab,,0,罐头,,tin,,,guàn tou
vocab,,0,冠军,,champion,,,guàn jūn
vocab,,0,光滑,,glossy,,,guāng hua
vocab,,0,光临,,(honorific) Welcome!,,,guāng lín
vocab,,0,光明,,light,,,guāng míng
vocab,,0,光盘,,compact disc,,,guāng pán
vocab,,0,光荣,,honor and glory,,,guāng róng
vocab,,0,广场,,public square,,,guǎng chǎng
vocab,,0,广大,,(of an area) vast or extensive,,,guǎng dà
vocab,,0,广泛,,extensive,,,guǎng fàn
vocab,,0,规矩,,lit. compass and set square,,,guī ju
vocab,,0,规律,,rule (e.g. of science),,,guī lǜ
vocab,,0,规模,,scale,,,guī mó
vocab,,0,规则,,rule,,,guī zé
vocab,,0,柜台,,sales counter,,,guì tái
vocab,,0,滚,,to boil,,,gǔn
vocab,,0,锅,,pot,,,guō
vocab,,0,国籍,,nationality,,,guó jí
vocab,,0,国庆节,,PRC National Day (October 1st),,,Guó qìng jié
vocab,,0,果实,,fruit,,,guǒ shí
vocab,,0,过分,,excessive,,,guò fèn
vocab,,0,过敏,,to be allergic,,,guò mǐn
vocab,,0,过期,,to be overdue,,,guò qī
vocab,,0,哈,,laughter,,,hā
vocab,,0,海关,,customs (i.e. border crossing inspection),,,hǎi guān
vocab,,0,海鲜,,seafood,,,hǎi xiān
vocab,,0,喊,,to yell,,,hǎn
vocab,,0,行业,,industry,,,háng yè
vocab,,0,豪华,,luxurious,,,háo huá
vocab,,0,好奇,,inquisitive,,,hào qí
vocab,,0,和平,,peace,,,hé píng
vocab,,0,何必,,there is no need,,,hé bì
vocab,,0,何况,,let alone,,,hé kuàng
vocab,,0,合法,,lawful,,,hé fǎ
vocab,,0,合理,,rational,,,hé lǐ
vocab,,0,合同,,(business) contract,,,hé tong
vocab,,0,合影,,joint photo,,,hé yǐng
vocab,,0,合作,,to cooperate,,,hé zuò
vocab,,0,核心,,core,,,hé xīn
vocab,,0,恨,,to hate,,,hèn
vocab,,0,横,,horizontal,,,héng
vocab,,0,后果,,consequences,,,hòu guǒ
vocab,,0,忽视,,to neglect,,,hū shì
vocab,,0,呼吸,,to breathe,,,hū xī
vocab,,0,壶,,pot,,,hú
vocab,,0,蝴蝶,,butterfly,,,hú dié
vocab,,0,胡说,,to talk nonsense,,,hú shuō
vocab,,0,胡同,,variant of 胡同[hú tòng],,,hú tòng
vocab,,0,胡须,,beard,,,hú xū
vocab,,0,糊涂,,muddled,,,hú tu
vocab,,0,花生,,peanut,,,huā shēng
vocab,,0,滑冰,,to skate,,,huá bīng
vocab,,0,划船,,to row a boat,,,huá chuán
vocab,,0,华裔,,ethnic Chinese,,,Huá yì
vocab,,0,化学,,chemistry,,,huà xué
vocab,,0,话题,,subject (of a talk or conversation),,,huà tí
vocab,,0,怀念,,to cherish the memory of,,,huái niàn
vocab,,0,缓解,,to blunt,,,huǎn jiě
vocab,,0,幻想,,delusion,,,huàn xiǎng
vocab,,0,慌张,,confused,,,huāng zhāng
vocab,,0,黄瓜,,cucumber,,,huáng guā
vocab,,0,黄金,,gold,,,huáng jīn
vocab,,0,皇帝,,emperor,,,huáng dì
vocab,,0,皇后,,empress,,,huáng hòu
vocab,,0,灰,,ash,,,huī
vocab,,0,灰尘,,dust,,,huī chén
vocab,,0,灰心,,to lose heart,,,huī xīn
vocab,,0,挥,,to wave,,,huī
vocab,,0,恢复,,to reinstate,,,huī fù
vocab,,0,汇率,,exchange rate,,,huì lǜ
vocab,,0,婚礼,,wedding ceremony,,,hūn lǐ
vocab,,0,婚姻,,matrimony,,,hūn yīn
vocab,,0,活跃,,active,,,huó yuè
vocab,,0,火柴,,match (for lighting fire),,,huǒ chái
vocab,,0,伙伴,,partner,,,huǒ bàn
vocab,,0,基本,,basic,,,jī běn
vocab,,0,机器,,machine,,,jī qì
vocab,,0,激烈,,intense,,,jī liè
vocab,,0,肌肉,,muscle,,,jī ròu
vocab,,0,及格,,to pass a test,,,jí gé
vocab,,0,急忙,,hastily,,,jí máng
vocab,,0,集体,,collective,,,jí tǐ
vocab,,0,集中,,to concentrate,,,jí zhōng
vocab,,0,记录,,to record,,,jì lù
vocab,,0,记忆,,to remember,,,jì yì
vocab,,0,计算,,to count,,,jì suàn
vocab,,0,寂寞,,lonely,,,jì mò
vocab,,0,系领带,,to tie one's necktie,,,jì lǐng dài
vocab,,0,纪录,,record,,,jì lù
vocab,,0,纪律,,discipline,,,jì lǜ
vocab,,0,纪念,,to commemorate,,,jì niàn
vocab,,0,家庭,,family,,,jiā tíng
vocab,,0,家务,,household duties,,,jiā wù
vocab,,0,家乡,,hometown,,,jiā xiāng
vocab,,0,嘉宾,,esteemed guest,,,jiā bīn
vocab,,0,夹子,,clip,,,jiā zi
vocab,,0,甲,,first of the ten heavenly stems 十天干[shí tiān gān],,,jiǎ
vocab,,0,假如,,if,,,jiǎ rú
vocab,,0,假装,,to feign,,,jiǎ zhuāng
vocab,,0,嫁,,(of a woman) to marry,,,jià
vocab,,0,价值,,value,,,jià zhí
vocab,,0,驾驶,,to pilot (ship,,,jià shǐ
vocab,,0,煎,,to pan fry,,,jiān
vocab,,0,肩膀,,shoulder,,,jiān bǎng
vocab,,0,坚决,,firm,,,jiān jué
vocab,,0,坚强,,staunch,,,jiān qiáng
vocab,,0,尖锐,,sharp,,,jiān ruì
vocab,,0,艰巨,,arduous,,,jiān jù
vocab,,0,艰苦,,difficult,,,jiān kǔ
vocab,,0,捡,,to pick up,,,jiǎn
vocab,,0,剪刀,,scissors,,,jiǎn dāo
vocab,,0,简历,,Curriculum Vitae (CV),,,jiǎn lì
vocab,,0,简直,,simply,,,jiǎn zhí
vocab,,0,健身房,,gym,,,jiàn shēn fáng
vocab,,0,建立,,to establish,,,jiàn lì
vocab,,0,建设,,to build,,,jiàn shè
vocab,,0,建议,,to propose,,,jiàn yì
vocab,,0,建筑,,to construct,,,jiàn zhù
vocab,,0,键盘,,keyboard,,,jiàn pán
vocab,,0,讲究,,to pay particular attention to,,,jiǎng jiu
vocab,,0,讲座,,a course of lectures,,,jiǎng zuò
vocab,,0,降落,,to descend,,,jiàng luò
vocab,,0,酱油,,soy sauce,,,jiàng yóu
vocab,,0,浇,,to pour liquid,,,jiāo
vocab,,0,交换,,to exchange,,,jiāo huàn
vocab,,0,交际,,communication,,,jiāo jì
vocab,,0,郊区,,suburban district,,,jiāo qū
vocab,,0,胶水,,glue,,,jiāo shuǐ
vocab,,0,角度,,angle,,,jiǎo dù
vocab,,0,狡猾,,crafty,,,jiǎo huá
vocab,,0,教材,,teaching material,,,jiào cái
vocab,,0,教练,,instructor,,,jiào liàn
vocab,,0,教训,,lesson,,,jiào xun
vocab,,0,接触,,to touch,,,jiē chù
vocab,,0,接待,,to receive (a visitor),,,jiē dài
vocab,,0,接近,,to approach,,,jiē jìn
vocab,,0,接着,,to catch and hold on,,,jiē zhe
vocab,,0,阶段,,stage,,,jiē duàn
vocab,,0,结实,,rugged,,,jiē shi
vocab,,0,节,,festival,,,jié
vocab,,0,节省,,saving,,,jié shěng
vocab,,0,结构,,structure,,,jié gòu
vocab,,0,结合,,to combine,,,jié hé
vocab,,0,结论,,conclusion,,,jié lùn
vocab,,0,结账,,to pay the bill,,,jié zhàng
vocab,,0,解放,,to liberate,,,jiě fàng
vocab,,0,解说员,,commentator,,,jiě shuō yuán
vocab,,0,届,,to arrive at (place or time),,,jiè
vocab,,0,借口,,to use as an excuse,,,jiè kǒu
vocab,,0,戒烟,,to give up smoking,,,jiè yān
vocab,,0,戒指,,(finger) ring,,,jiè zhi
vocab,,0,金属,,metal,,,jīn shǔ
vocab,,0,紧,,tight,,,jǐn
vocab,,0,紧急,,urgent,,,jǐn jí
vocab,,0,尽量,,as much as possible,,,jǐn liàng
vocab,,0,谨慎,,cautious,,,jǐn shèn
vocab,,0,进步,,progress,,,jìn bù
vocab,,0,进口,,to import,,,jìn kǒu
vocab,,0,近代,,modern times,,,jìn dài
vocab,,0,尽力,,to strive one's hardest,,,jìn lì
vocab,,0,精力,,energy,,,jīng lì
vocab,,0,经典,,the classics,,,jīng diǎn
vocab,,0,经营,,to engage in (business etc),,,jīng yíng
vocab,,0,景色,,scenery,,,jǐng sè
vocab,,0,敬爱,,respect and love,,,jìng ài
vocab,,0,酒吧,,bar,,,jiǔ bā
vocab,,0,救,,to save,,,jiù
vocab,,0,救护车,,ambulance,,,jiù hù chē
vocab,,0,舅舅,,mother's brother,,,jiù jiu
vocab,,0,居然,,unexpectedly,,,jū rán
vocab,,0,桔子,,tangerine,,,jú zi
vocab,,0,举,,to lift,,,jǔ
vocab,,0,具备,,to possess,,,jù bèi
vocab,,0,具体,,concrete,,,jù tǐ
vocab,,0,巨大,,huge,,,jù dà
vocab,,0,聚会,,party,,,jù huì
vocab,,0,俱乐部,,club (i.e. a group or organization) (loanword),,,jù lè bù
vocab,,0,据说,,it is said that,,,jù shuō
vocab,,0,捐,,to contribute,,,juān
vocab,,0,卷,,to roll (up),,,juǎn
vocab,,0,决赛,,finals (of a competition),,,jué sài
vocab,,0,决心,,determination,,,jué xīn
vocab,,0,绝对,,absolute,,,jué duì
vocab,,0,角色,,role,,,jué sè
vocab,,0,军事,,military affairs,,,jūn shì
vocab,,0,均匀,,even,,,jūn yún
vocab,,0,卡车,,truck,,,kǎ chē
vocab,,0,开发,,to exploit (a resource),,,kāi fā
vocab,,0,开放,,to bloom,,,kāi fàng
vocab,,0,开幕式,,opening ceremony,,,kāi mù shì
vocab,,0,开心,,to feel happy,,,kāi xīn
vocab,,0,砍,,to chop,,,kǎn
vocab,,0,看不起,,to look down upon,,,kàn bu qǐ
vocab,,0,看来,,apparently,,,kàn lai
vocab,,0,抗议,,to protest,,,kàng yì
vocab,,0,烤鸭,,roast duck,,,kǎo yā
